header,content,is_substantive,function,topic,source_jurisdiction_type,state,city,county,enforcement_discretion,opacity,paternalism,problem_salience
"## § 31.050 REQUIREMENTS FOR SIGNATURE, VERIFICATION, AND THE LIKE.","The following requirements for signature, verification of valid petitions, printing of petition, review of measures, time limits, and prohibited acts, except as expressly modified herein, shall be as nearly as practicable as provided in Idaho Code §§ 34-1801 through 34-1811 and 34-1813 through 34-1822:

(A) Before beginning to circulate any petition for an initiative or for a referendum or any ordinance passed by the Board of County Commissioners, the person or persons or organization or organizations under whose authority the measure is to be initiated or referred shall send or deliver to the County Clerk a copy of such petition duly signed by at least 20 qualified electors of the county which shall be filed by said officer in his or her office, and who shall immediately transmit a copy of the petition to the Prosecuting Attorney for the issuance of the certificate of review as provided in Idaho Code § 34-1809.

(B) After receiving a copy of the petition from the County Clerk, the County Prosecuting Attorney may confer with the petitioner and shall, within ten working days from receipt thereof, review the proposal for matters of substantive import and shall recommend to the petitioner such revision or alteration of the measure as may be deemed necessary and appropriate. The recommendations of the Prosecuting Attorney shall be advisory only and the petitioner may accept or reject them in whole or in part. The Prosecuting Attorney shall issue a certificate of review to the County Clerk certifying that he or she has reviewed the measure for form and style and that the recommendations thereon, if any, have been communicated to the petitioner, and such certificate shall be issued whether or not the petitioner accepts such recommendations. Within 15 working days after the issuance of a certificate of review, the petitioner, if he or she desires to proceed with his or her sponsorship, shall file the ballot measure with the County Clerk for assignment of a ballot title. Other requirements shall be as provided in Idaho Code § 34-1809.

(C) Preparation of the ballot title by the Prosecuting Attorney shall be as prescribed in Idaho Code § 34-1809.

(D) After the form of the initiative or referendum petition has been approved by the County Clerk, the petition shall be printed by the person or persons or organization or organizations under whose authority the measure is to be initiated or referred and circulated in the county for the signatures of legal voters.

(E) Verification of petition and signatures shall be as prescribed in Idaho Code § 34-1807.

(F) Upon final certification of the petition, the County Clerk shall order an election to be held pursuant to Idaho Code § 34-106.

(G) If the County Clerk shall refuse to accept and file any petition for the initiative or for the referendum with the requisite number of signatures of qualified electors thereto attached, any citizen may apply, within ten working days after such refusal, to the district court for a writ of mandamus to compel him or her to do so. If it shall be decided by the court that such petition is legally sufficient, the County Clerk shall then file it, with a certified copy of the judgment attached thereto, as of the date on which it was originally offered for filing in his or her office. On a showing that any petition filed is not legally sufficient, the court may enjoin the County Clerk and all other officers from certifying or printing on the official ballot for the ensuing election the ballot title and numbers of such measure. All such suits shall be advanced on the court docket and heard and decided by the court as quickly as possible. Either party may appeal to the supreme court within ten working days after a decision is rendered.

(H) It shall be unlawful for any person to make any false affidavit concerning any petition to this section or to leave a petition unattended for the purpose of gathering signatures.

(Ord. 1994-1, passed 6-13-1994) Penalty, see § 31.999",True,Rules,Other,counties,id,,franklincounty,0.49072265625,1.2216796875,-0.393798828125,-0.09356689453125
## § 31.051 EFFECT OF BOARD ACTION.,"(A) If the petition is for a referendum, the Board of County Commissioners shall have 30 days from the date of certification of the petition to repeal the ordinance being referred to the voters. In the event the Board repeals the ordinance, the referendum petition shall be declared null and void.

(B) If the petition is an initiative petition, the Board shall have 30 days to pass an ordinance substantially as proposed by the petition. In the event the Board passes such an ordinance, the initiative petition shall be null and void.

(Ord. 1994-1, passed 6-13-1994)",True,Enforcement,Other,counties,id,,franklincounty,-0.974609375,-0.498779296875,-0.86865234375,-0.55419921875
# § 31.052 LIMITATION ON REPETITIVE ELECTIONS.,"No petition for initiative or referendum shall be accepted by the County Clerk concerning any issue or proposal which has been decided at an initiative or referendum election held within the preceding 12 months.

(Ord. 1994-1, passed 6-13-1994)",True,Rules,Other,counties,id,,franklincounty,-1.3544921875,-1.1240234375,-0.048248291015625,-0.5751953125
# § 31.053 TIME FOR REPEAT ELECTION.,"No repeat election concerning any issue or proposal which has previously been decided by an initiative or referendum election shall be held at any time other than a general election or primary election.

(Ord. 1994-1, passed 6-13-1994)",True,Rules,Other,counties,id,,franklincounty,-1.3564453125,-1.5595703125,-0.2481689453125,-0.5537109375
## § 31.065 PUBLIC CORPORATION ESTABLISHED.,"(A) The county does hereby create a public corporation to carry out the purposes of the Act.

(B) This subchapter shall not be construed to limit or restrict the purposes of the Acts but shall be liberally construed to effect such purposes.

(Ord. 84-2-1, passed 6-5-1984)",False,Process,,counties,id,,franklincounty,-1.205078125,-0.7822265625,-1.4560546875,-1.2841796875
## § 31.066 NAME OF CORPORATION.,"The name of the public corporation shall be the Economic Development Corporation of Franklin County, Idaho (the “corporation”).

(Ord. 84-2-1, passed 6-5-1984)",False,Context,,counties,id,,franklincounty,-1.921875,-1.5078125,-1.0625,-1.7080078125
## § 31.067 POWERS AND LIMITATIONS.,"The corporation shall have all the powers and be subject to all the limitations and provisions contained in the Act.

(Ord. 84-2-1, passed 6-5-1984)",False,Context,,counties,id,,franklincounty,-1.166015625,-0.607421875,-0.8037109375,-1.4736328125
## § 31.068 CHARTER.,"A charter is hereby issued by the county to the corporation. The charter grants to the corporation all powers authorized by the Act. A copy of the charter in the form presented to and approved by the Board of County Commissioners at the meeting at which this subchapter was adopted is hereby incorporated herein by reference. The charter is hereby approved pursuant to § 50-2703(1) of the Act. The charter may be amended from time to time by the Board of County Commissioners. The existence of the corporation commences at the time the enactment of this subchapter becomes effective.

(Ord. 84-2-1, passed 6-5-1984)",False,Process,,counties,id,,franklincounty,-1.375,0.10601806640625,-1.376953125,-1.189453125
## § 31.069 BOARD OF DIRECTORS.,"(A) The Board of Directors of the corporation (the “Board”) shall be comprised of not more than 11 and not less than eight members who are residents of the county and are appointed by the Board of County Commissioners. Initially, the nine appointed directors shall be the persons indicated below and shall be appointed for terms to expire on the date set opposite each respective name:

<table>
  <tr>
    <th>Name</th>
    <th>Term Expiration</th>
  </tr>
  <tr>
    <td>Name</td>
    <td>Term Expiration</td>
  </tr>
  <tr>
    <td>Dee Jones</td>
    <td>January 31, 1985</td>
  </tr>
  <tr>
    <td>Ronnie Keller</td>
    <td>January 31, 1985</td>
  </tr>
  <tr>
    <td>Ross Rasmussen</td>
    <td>January 31, 1985</td>
  </tr>
  <tr>
    <td>Jimmie Olson</td>
    <td>January 31, 1986</td>
  </tr>
  <tr>
    <td>Michael B. Krantz</td>
    <td>January 31, 1986</td>
  </tr>
  <tr>
    <td>J. Walter Ross</td>
    <td>January 31, 1986</td>
  </tr>
  <tr>
    <td>Wendell H. Smith</td>
    <td>January 31, 1987</td>
  </tr>
  <tr>
    <td>Daniel M. Keller</td>
    <td>January 31, 1987</td>
  </tr>
  <tr>
    <td>Jay R. McKenzie</td>
    <td>January 31, 1987</td>
  </tr>
</table>

(B) Thereafter, the Board of County Commissioners will appoint the directors for three-year terms. Members of the Board may be removed from office at any time in the discretion of the Board of County Commissioners. In the event that any
member of the Board shall for any reason be unwilling or unable to serve as a director of the Board, and fulfill the remainder of his or her term, the Board of County Commissioners shall by resolution or ordinance designate a resident of the county to serve as a director of the Board in place of such member for a term coterminous with the duration of such member’s term in office (provided that all members of the Board shall at all times be residents of the county). A majority of the members of the Board in office shall constitute a quorum, and the approval of a majority of a quorum shall be necessary for the Board to take any action.

(Ord. 84-2-1, passed 6-5-1984)",False,Process,,counties,id,,franklincounty,-0.76611328125,0.1824951171875,-0.97412109375,-1.23828125
## § 31.070 RESPONSIBILITIES OF THE BOARD.,"The affairs of the corporation shall be conducted and carried out by the Board. The initial organizational meeting of the Board shall be held after the effective date of the ordinance codified herein upon five days’ notice stating the business to be transacted to the initial members of the Board and upon five days’ public notice, stating the business to be transacted, by posting three notices in conspicuous places, one of which shall be at the Franklin County Courthouse door. The Board shall elect officers from among its own members. Such officers shall be elected at the initial meeting of the Board in each calendar year, shall serve until their successors have been duly elected, and shall include a President and a Secretary and may include a Vice President and an Assistant Secretary. The Board may elect such other officers as it shall from time to time determine to be necessary or desirable. The Board shall adopt bylaws and/or rules and regulations governing the election of officers, the power and duties of such officers, the filling of vacancies in offices, the scheduling, giving notice of, and conduct of meetings, and the conduct of the corporation. Such bylaws, rules, and regulations may be amended from time to time by the Board, provided that any such amendments shall be consistent with the provisions hereof. Members of the Board shall serve without compensation but with reimbursement of expenses as may be provided in the bylaws, rules, and regulations of the Board.

(Ord. 84-2-1, passed 6-5-1984)",False,Process,,counties,id,,franklincounty,-1.46875,0.2398681640625,-1.08984375,-1.10546875
